Title,Company,Location,Experience,Experience_Min,Experience_Max,Salary,Salary_Min,Salary_Max,Skills,Job_Category,Keyword,Source,Posted_Date,Work_Mode,Job_Link,Role_Category
ETL Lead Test Engineer,"NTT DATA, Inc.","Hybrid - Hyderabad, Chennai, Bengaluru",7-12 Yrs,7.0,12.0,12-22 Lacs PA,12.0,22.0,"Data Bricks, Databricks, ETL, Etl Testing, Snowflake, Software Testing",ETL / Data Integration,Etl,Naukri,1 week ago,Hybrid,https://www.naukri.com/job-listings-etl-lead-test-engineer-ntt-data-inc-hyderabad-chennai-bengaluru-7-to-12-years-200726011158,ETL / Data Integration
Metrics and Reporting Analyst,"NTT DATA, Inc.","Hyderabad, Chennai, Bengaluru",6-10 Yrs,6.0,10.0,10-18 Lacs PA,10.0,18.0,"Data Analysis, Data Analysts, Data Mining, Healthcare, Manager, Payer, Reporting Analysis, SQL",Business Intelligence,Reporting Analyst,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-metrics-and-reporting-analyst-ntt-data-inc-hyderabad-chennai-bengaluru-6-to-10-years-300626019976,Business Intelligence
NTT Data- Job Opening For Data engineer,"NTT DATA, Inc.","Hybrid - Hyderabad, Chennai, Bengaluru",5-8 Yrs,5.0,8.0,Not Available,,,"AWS, Azure, Cloud, Data Bricks, ETL, PySpark, Python, Snowflake",Data Engineering,Data Engineer,Naukri,2 weeks ago,Hybrid,https://www.naukri.com/job-listings-ntt-data-opening-for-data-engineer-ntt-data-inc-hyderabad-chennai-bengaluru-5-to-8-years-130726018117,Data Engineering
NTT Data- Job Opening For ETL Tester,"NTT DATA, Inc.","Hybrid - Pune, Chennai, Bengaluru",6-10 Yrs,6.0,10.0,Not Available,,,"Azure Databricks, Azure Synapse, Bricks, Data Bricks, Etl Testing, SQL, Snowflake, Software Testing",ETL / Data Integration,Etl,Naukri,1 week ago,Hybrid,https://www.naukri.com/job-listings-ntt-data-opening-for-etl-tester-ntt-data-inc-pune-chennai-bengaluru-6-to-10-years-220726009937,ETL / Data Integration
Business Analyst,NXG World,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,0.0,3.0,Not Available,,,"Business Analysis, Business Analyst",Business Analyst,Business Analyst,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-business-analyst-nxg-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-3-years-180725503757,Business Analyst
"Staff Engineer, Machine Learning",Nagarro,Gurugram,1-5 Yrs,1.0,5.0,Not Available,,,"Data Analysis, Data Analytics, Engineering, Machine Learning, Natural Language Processing, Neural Networks, Python, Technical Writing",Machine Learning / AI,Machine Learning,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-staff-engineer-machine-learning-nagarro-software-pvt-ltd-gurugram-1-to-5-years-291025502362,Machine Learning / AI
Artificial Intelligence / Machine Learning Developer,Naghavi Fintech,Bengaluru,4-9 Yrs,4.0,9.0,Not Available,,,"Artificial Intelligence, Development, Intelligence, Machine, Machine Learning, Networking, Neural Networks, Sage",Machine Learning / AI,Machine Learning,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-artificial-intelligence-machine-learning-developer-naghavi-fintech-bengaluru-4-to-9-years-260724502938,Machine Learning / AI
Data Analyst,Naghavi Fintech,Bengaluru,5-9 Yrs,5.0,9.0,Not Available,,,"Analytics, Cognos, Data, Data Analysis, Data Analytics, Power BI, Sas, Tibco",Data Analyst,Data Analyst,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-data-analyst-naghavi-fintech-bengaluru-5-to-9-years-260724502918,Data Analyst
ETL Developer,Naghavi Fintech,Bengaluru,3-8 Yrs,3.0,8.0,Not Available,,,"Development, ETL, Etl Development, Informatica",ETL / Data Integration,Etl,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-etl-developer-naghavi-fintech-bengaluru-3-to-8-years-260724500578,ETL / Data Integration
Oracle PL SQL Developer,Naghavi Fintech,Bengaluru,2-6 Yrs,2.0,6.0,Not Available,,,"Development, Oracle, Oracle Development, Oracle Pl, PL/SQL, Performance Tuning, Plsql Development, SQL",SQL / Database,Sql,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-oracle-pl-sql-developer-naghavi-fintech-bengaluru-2-to-6-years-260724502805,SQL / Database
"Power Bi Developer - SQL , Powers Apps , Power Automate",Nam Info,Bengaluru,5-10 Yrs,5.0,10.0,8-15 Lacs PA,8.0,15.0,"Application, BI, Dashboards, Development, Power Automate, Power BI, Powerapps, SQL",Business Intelligence,Power Bi,Naukri,3 days ago,On-site,https://www.naukri.com/job-listings-power-bi-developer-sql-powers-apps-power-automate-nam-info-bengaluru-5-to-10-years-280726016762,Business Intelligence
Power Bi Developer with PowerApps & Power Automate Experience required,Nam Info,Bengaluru,5-10 Yrs,5.0,10.0,8-12 Lacs PA,8.0,12.0,"BI, Dashboards, Power Automate, Power BI, Power Bi Dashboards, Powerapps, Query, Sql Queries",Business Intelligence,Power Bi,Naukri,3 days ago,On-site,https://www.naukri.com/job-listings-power-bi-developer-with-powerapps-power-automate-experience-required-nam-info-bengaluru-5-to-10-years-250626045936,Business Intelligence
Workday Data Analyst,Nam Info,Chennai,2-5 Yrs,2.0,5.0,Not Available,,,"Analytical Skills, Business Process, Data Analysis, Data Analyst, Data Analytics, Data Conversion, Data Management, Data Migration",Data Analyst,Data Analyst,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-workday-data-analyst-nam-info-inc-chennai-2-to-5-years-120326501189,Data Analyst
Data Analyst/Power BI Developer,Nam Info Pvt Ltd,"Hybrid - Bangalore Rural, Bengaluru",5-10 Yrs,5.0,10.0,6-12 Lacs PA,6.0,12.0,"Application, BI, Data Analysis, Power Apps, Power Automate, Power BI, Powerapps, SQL",Data Analyst,Power Bi,Naukri,3+ weeks ago,Hybrid,https://www.naukri.com/job-listings-data-analyst-power-bi-developer-nam-info-bangalore-rural-bengaluru-5-to-10-years-020726005900,Data Analyst
Data Engineer,Namsbel,"Hybrid - Hyderabad, Pune, Bengaluru",7-12 Yrs,7.0,12.0,14-24 Lacs PA,14.0,24.0,"Data, Data Engineering, Data Warehousing, ETL, PySpark, Python, SQL, Warehouse",Data Engineering,Data Engineer,Naukri,Few hours ago,Hybrid,https://www.naukri.com/job-listings-data-engineer-namsbel-hyderabad-pune-bengaluru-7-to-12-years-310726018389,Data Engineering
"Business Analyst- Delhi, SIDBI",National Institute for Smart Government (NISG),Delhi / NCR,8-12 Yrs,8.0,12.0,Not Available,,,"Advanced Excel, Agile Methodology, Brd, Business Analytics, Business Process Modeling, Data Analysis, Gap Analysis, Six Sigma",Business Analyst,Business Analyst,Naukri,3 days ago,On-site,https://www.naukri.com/job-listings-business-analyst-delhi-sidbi-national-institute-for-smart-government-nisg-delhi-ncr-8-to-12-years-280726007482,Business Analyst
Data Scientist || New Delhi,National Institute for Smart Government (NISG),New Delhi,5-7 Yrs,5.0,7.0,Not Available,,,"Cd, Ci, Docker, Kubernetes, Python, Rest Api Design, SQL, TensorFlow, Tfs",Data Scientist,Data Scientist,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-data-scientist-new-delhi-national-institute-for-smart-government-nisg-new-delhi-5-to-7-years-220726025606,Data Scientist
Business Analytics Lead,National Payments Corporation of India (NPCI),Mumbai,5-8 Yrs,5.0,8.0,Not Available,,,"Big Data Platform, Data Handling, Portfolio Analysis, Portfolio Analytics, Portfolio Monitoring, Product Analytics, Python, SQL",Advanced Analytics,Analytics,Naukri,1 day ago,On-site,https://www.naukri.com/job-listings-business-analytics-lead-national-payments-corporation-of-india-npci-mumbai-5-to-8-years-300726035119,Advanced Analytics
Data Scientist,National Payments Corporation of India (NPCI),Hyderabad,2-4 Yrs,2.0,4.0,Not Available,,,"Decision Tree, Logistic Regression, Machine Learning, Python, Random Forest, SQL, TensorFlow, Xgboost",Data Scientist,Data Scientist,Naukri,2 weeks ago,On-site,https://www.naukri.com/job-listings-data-scientist-national-payments-corporation-of-india-npci-hyderabad-2-to-4-years-020725034661,Data Scientist
"Specialist, Business Analyst",Navaera Software Services,Vadodara,5-7 Yrs,5.0,7.0,Not Available,,,"Analysis, Analytics, Business Analysis, Business Analytics, Data Mapping, Python, Requirement Gathering, SQL",Business Analyst,Business Analyst,Naukri,3 days ago,On-site,https://www.naukri.com/job-listings-specialist-business-analyst-navaera-software-services-vadodara-5-to-7-years-270726027144,Business Analyst
PL SQL Developer,Navayuga Infotech,Hyderabad,3-8 Yrs,3.0,8.0,Not Available,,,"Agile, Design Development, Engineering Design, Enterprise Applications, PL/SQL, Performance Engineering, Performance Tuning, Test Cases",SQL / Database,Sql,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-pl-sql-developer-navayuga-infotech-pvt-ltd-hyderabad-3-to-8-years-270223500219,SQL / Database
Data Scientist I,Navi Limited,Bengaluru,0-2 Yrs,0.0,2.0,25-40 Lacs PA,25.0,40.0,"Data, Data Science, Machine, Machine Learning, Personalization, Reccomendations, Science",Data Scientist,Data Scientist,Naukri,3 weeks ago,On-site,https://www.naukri.com/job-listings-data-scientist-i-navi-technologies-bengaluru-0-to-2-years-060726003807,Data Scientist
Senior Power Bi Developer,Ncube Infosolutions,Vadodara,3-5 Yrs,3.0,5.0,Not Available,,,"BI, Data Analysis, Data Warehousing, Microsoft Power Bi, Power BI, Power Bi Reports, Ssas, Tableau Reporting",Business Intelligence,Power Bi,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-senior-power-bi-developer-ncube-infosolutions-vadodara-3-to-5-years-230626505971,Business Intelligence
Research analyst,Nelsun Coir Products,Thoothukudi,1-4 Yrs,1.0,4.0,Not Available,,,"Analysis, Research, Research Analysis, Research Analyst",Research Analyst,Research Analyst,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-research-analyst-nelsun-coir-products-pvt-ltd-thoothukudi-1-to-4-years-061224502059,Research Analyst
Power BI Developer,Neoquant Solutions,Mumbai,4-6 Yrs,4.0,6.0,Not Available,,,"C, Data Manipulation, Data Modeling, French, Performance Tuning, Power BI, San, Sql Queries",Business Intelligence,Power Bi,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-power-bi-developer-neoquant-solutions-pvt-ltd-mumbai-4-to-6-years-141025503692,Business Intelligence
Power BI / Tableau Developer,Neotechie,Remote,3-8 Yrs,3.0,8.0,Not Available,,,"Analytical, Business Intelligence, Computer Science, Data Modeling, Healthcare, Information Technology, Publishing, Stakeholder Management",Business Intelligence,Tableau,Naukri,2 weeks ago,Remote,https://www.naukri.com/job-listings-power-bi-tableau-developer-neotechie-private-limited-remote-3-to-8-years-140726504182,Business Intelligence
Research Analyst,Neoteric Research Consulting Services,Navi Mumbai,0-3 Yrs,0.0,3.0,Not Available,,,"Data Analysis, Market Analyst, Monitoring, Quantitative Research, Research, Research Analyst, Secondary Research, Strategic Planning",Research Analyst,Research Analyst,Naukri,3 weeks ago,On-site,https://www.naukri.com/job-listings-research-analyst-neoteric-research-services-navi-mumbai-0-to-3-years-090726502409,Research Analyst
Research Analyst,Neoteric Research Consulting Services,Mumbai,0-3 Yrs,0.0,3.0,Not Available,,,"Data Analysis, Market Analyst, Monitoring, Quantitative Research, Research, Research Analyst, Secondary Research, Strategic Planning",Research Analyst,Research Analyst,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-research-analyst-neoteric-research-services-mumbai-0-to-3-years-060226506524,Research Analyst
Lead Engineer-Oracle ETL Developer,Nest Digital,Bengaluru,8-12 Yrs,8.0,12.0,Not Available,,,"Data Modeling, Data Quality, Deployment, Oracle SQL, PL/SQL, Performance Optimization, Scalability, Sql Queries",ETL / Data Integration,Etl,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-lead-engineer-oracle-etl-developer-nest-digital-bengaluru-8-to-12-years-060126502423,ETL / Data Integration
Business Analyst,Net Connect,Chennai,7-9 Yrs,7.0,9.0,Not Available,,,"Analysis, Business Analysis, Cash, Cash Management, Management, Payments",Business Analyst,Business Analyst,Naukri,1 day ago,On-site,https://www.naukri.com/job-listings-business-analyst-net-connect-chennai-7-to-9-years-300726020776,Business Analyst
Business Analyst(AI/ML),Net Connect,Hybrid - Delhi / NCR,4-7 Yrs,4.0,7.0,14-18 Lacs PA,14.0,18.0,"Business Analysis, Business Analytics, Data Science Project, Enterprise Product, Jira, Product Development, SQL, Tableau",Business Analyst,Business Analyst,Naukri,1 week ago,Hybrid,https://www.naukri.com/job-listings-business-analyst-ai-ml-net-connect-delhi-ncr-4-to-7-years-230726012494,Business Analyst
Data Architecture Expert,Net Connect,Hyderabad,12-15 Yrs,12.0,15.0,Not Available,,,"Data Bricks, Data Engineering, Digital, Edw, Leadership, Leadership Skills, Tableau, Togaf",Data Engineering,Tableau,Naukri,2 days ago,On-site,https://www.naukri.com/job-listings-data-architecture-expert-net-connect-hyderabad-12-to-15-years-290726017852,Data Engineering
Lead Gen AI Data Scientist,Net Connect,Bengaluru,9-12 Yrs,9.0,12.0,Not Available,,,"Data Bricks, Data Engineering, Eda, Machine Learning, Metrics, Ops, Random Forest, Scikit-Learn",Data Scientist,Data Scientist,Naukri,2 days ago,On-site,https://www.naukri.com/job-listings-lead-gen-ai-data-scientist-net-connect-bengaluru-9-to-12-years-290726017371,Data Scientist
Lead Generative AI Data Scientist,Net Connect,"Pune, Gurugram, Bengaluru",3-6 Yrs,3.0,6.0,Not Available,,,"Application Development, Artificial Intelligence, Machine Learning, Natural Language Processing, Open, Saas, Solid, Tools",Data Scientist,Data Scientist,Naukri,Today,On-site,https://www.naukri.com/job-listings-lead-generative-ai-data-scientist-net-connect-pune-gurugram-bengaluru-3-to-6-years-290726018254,Data Scientist
Research Analyst,Net Square,"Mumbai, Ahmedabad",1-6 Yrs,1.0,6.0,Not Available,,,"Business Development Executive, Cyber Security, Information Security, Information Security Analyst, Interpersonal Skills, Networking, Sales, Vulnerability Assessment",Research Analyst,Research Analyst,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-research-analyst-net-square-solutions-pvt-ltd-mumbai-ahmedabad-1-to-6-years-200820500077,Research Analyst
Business Analyst,NetApp,Bengaluru,8-12 Yrs,8.0,12.0,Not Available,,,"BI, Business Intelligence, Data Extraction, Data Management, Documentation, Finance, Power BI, Tableau",Business Analyst,Business Analyst,Naukri,2 weeks ago,On-site,https://www.naukri.com/job-listings-business-analyst-netapp-bengaluru-8-to-12-years-160726030290,Business Analyst
Business Data Analyst,NetApp,Bengaluru,5-8 Yrs,5.0,8.0,Not Available,,,"Artificial Intelligence, Automation, Business Intelligence, Data, Data Engineering, Data Management, Metadata Management, Power BI",Data Analyst,Business Intelligence,Naukri,3 days ago,On-site,https://www.naukri.com/job-listings-business-data-analyst-netapp-bengaluru-5-to-8-years-280726006369,Data Analyst
Business Intelligence Analyst( Strategy & Operations),NetApp,Bengaluru,5-8 Yrs,5.0,8.0,Not Available,,,"Business Intelligence, Mathematics, Problem Solving, Product Management, Reporting, Research, Tableau, Top Management",Business Intelligence,Business Intelligence,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-business-intelligence-analyst-strategy-operations-netapp-bengaluru-5-to-8-years-300626037687,Business Intelligence
Data Engineer | Senior Data Engineer | ETL | Spark | Databricks | Snow,NetM Corporate Solutions,"Hybrid - Hyderabad, India, Bengaluru",3-7 Yrs,3.0,7.0,10-20 Lacs PA,10.0,20.0,"Apache, Apache Airflow, Cd, Ci, Data Bricks, ETL, Elt, Kafka, PostgreSQL, Python",Data Engineering,Etl,Naukri,2 weeks ago,Hybrid,https://www.naukri.com/job-listings-data-engineer-senior-data-engineer-etl-spark-databricks-snow-netm-corporate-solutions-hyderabad-bengaluru-india-3-to-7-years-110726014778,Data Engineering
Senior Tableau Developer / Tableau BI Developer,NetM Corporate Solutions,Hybrid - Bengaluru,5-10 Yrs,5.0,10.0,8-18 Lacs PA,8.0,18.0,"Dashboard Development, Data Modeling, Data Visualization, Etl Process, Performance Optimization, Tableau, Tableau Server",Business Intelligence,Tableau,Naukri,2 weeks ago,Hybrid,https://www.naukri.com/job-listings-senior-tableau-developer-tableau-bi-developer-netm-corporate-solutions-bengaluru-5-to-10-years-140726035141,Business Intelligence
Power BI Developer,Netcom Learning,Noida,5-8 Yrs,5.0,8.0,Not Available,,,"Analytical, Business Intelligence, Data Governance, Data Modeling, Manager Technology, Power BI, Stored Procedures, Training",Business Intelligence,Power Bi,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-power-bi-developer-netcom-learning-noida-5-to-8-years-201125501438,Business Intelligence
Data Engineer,Netlink Software,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-10 Yrs,5.0,10.0,Not Available,,,"Apache Airflow, Cloudera, Data Analysis, Data Warehousing, Hive, Oozie, Python, Scala",Data Engineering,Data Engineer,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-data-engineer-netlink-software-group-america-inc-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-10-years-150125501602,Data Engineering
Tableau Admin,Netpace Inc,Bengaluru,3-7 Yrs,3.0,7.0,Not Available,,,"Administration, Dbms, SQL, Sql Database, Tableau",Business Intelligence,Tableau,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-tableau-admin-netpace-inc-bengaluru-3-to-7-years-130520500976,Business Intelligence
Power BI Senior Developer,Netserv,Bengaluru,8-10 Yrs,8.0,10.0,Not Available,,,"BI, Data Analysis, Data Warehousing, Power BI, SQL, SSIS, Senior, Warehouse",Business Intelligence,Power Bi,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-power-bi-senior-developer-sm-netserv-technologies-pvt-ltd-bengaluru-8-to-10-years-300525502860,Business Intelligence
